,platformId,gameId,champion,queue,season,timestamp,role,lane
4,KR,4462046665,43,420,13,1592736354136,DUO_SUPPORT,BOTTOM
0,KR,4462119274,80,420,13,1592740136937,DUO_SUPPORT,NONE
1,KR,4462192661,412,420,13,1592738377415,DUO_SUPPORT,BOTTOM
2,KR,4460762545,412,420,13,1592682066963,DUO_SUPPORT,BOTTOM
3,KR,4460710032,350,420,13,1592679154071,DUO_SUPPORT,BOTTOM
4,KR,4460686682,80,420,13,1592677003657,DUO_SUPPORT,BOTTOM
0,KR,4461342072,85,420,13,1592722368818,SOLO,TOP
1,KR,4461226062,85,420,13,1592720566857,DUO_SUPPORT,NONE
2,KR,4461148142,85,420,13,1592718100499,SOLO,TOP
3,KR,4460418880,85,420,13,1592668856633,SOLO,TOP
4,KR,4460492655,85,420,13,1592667237427,SOLO,TOP
0,KR,4461934640,145,450,13,1592732251209,DUO,NONE
1,KR,4461849843,30,450,13,1592730718602,DUO_SUPPORT,TOP
2,KR,4461477159,412,420,13,1592726862047,DUO_SUPPORT,NONE
3,KR,4461359961,11,450,13,1592724601963,DUO_SUPPORT,NONE
4,KR,4459422810,412,420,13,1592646097329,DUO_SUPPORT,BOTTOM
0,KR,4457959848,235,420,13,1592582308792,DUO_SUPPORT,BOTTOM
1,KR,4457911637,875,420,13,1592579568102,DUO_SUPPORT,BOTTOM
2,KR,4454583209,80,420,13,1592418863890,DUO_SUPPORT,BOTTOM
3,KR,4454540769,89,420,13,1592416341940,DUO_SUPPORT,BOTTOM
4,KR,4454408823,432,420,13,1592414513926,DUO_SUPPORT,NONE
0,KR,4462375543,126,420,13,1592745046563,SOLO,TOP
1,KR,4460513062,41,420,13,1592670337635,SOLO,TOP
2,KR,4460414120,62,420,13,1592667387878,SOLO,TOP
3,KR,4459584306,517,420,13,1592650439071,SOLO,TOP
4,KR,4459475787,126,420,13,1592647348997,SOLO,TOP
0,KR,4462491106,154,420,13,1592746817421,NONE,JUNGLE
1,KR,4461339605,154,420,13,1592724664476,DUO_SUPPORT,BOTTOM
2,KR,4461344151,154,420,13,1592723014511,DUO_SUPPORT,NONE
3,KR,4461295035,154,420,13,1592720435088,NONE,JUNGLE
4,KR,4461159909,154,420,13,1592718660580,DUO_SUPPORT,BOTTOM
0,KR,4445372101,21,420,13,1592038452979,DUO_SUPPORT,NONE
1,KR,4445235906,110,420,13,1592036601719,DUO_CARRY,BOTTOM
2,KR,4443943697,110,420,13,1591978918393,DUO_SUPPORT,NONE
3,KR,4443845729,523,420,13,1591976388803,SOLO,BOTTOM
4,KR,4443657224,110,420,13,1591971494672,DUO_CARRY,BOTTOM
0,KR,4456100043,3,420,13,1592493792499,DUO,MID
1,KR,4456042354,61,420,13,1592491247946,DUO_SUPPORT,NONE
2,KR,4455935411,555,420,13,1592488975512,SOLO,BOTTOM
3,KR,4455857161,555,420,13,1592486518935,NONE,JUNGLE
4,KR,4455812403,43,420,13,1592485150980,DUO_SUPPORT,NONE
0,KR,4462096635,517,450,13,1592736406078,SOLO,TOP
1,KR,4461967604,68,430,13,1592733319375,DUO,MID
2,KR,4461964188,64,430,13,1592732182323,DUO_SUPPORT,NONE
3,KR,4461799126,164,430,13,1592730534401,DUO_SUPPORT,NONE
4,KR,4461753388,875,430,13,1592728192556,NONE,JUNGLE
0,KR,4462102316,134,420,13,1592737739823,DUO_CARRY,BOTTOM
1,KR,4462023144,111,420,13,1592735184213,DUO_SUPPORT,BOTTOM
2,KR,4461922171,134,420,13,1592731581925,NONE,JUNGLE
3,KR,4461844872,134,420,13,1592729334496,DUO_CARRY,BOTTOM
4,KR,4461527308,81,420,13,1592726900864,DUO_CARRY,BOTTOM
0,KR,4452013128,145,420,13,1592311435752,DUO,NONE
1,KR,4451837077,429,420,13,1592309907779,DUO_SUPPORT,NONE
2,KR,4451801452,245,420,13,1592307983625,SOLO,MID
3,KR,4451625813,523,420,13,1592305836274,DUO_CARRY,BOTTOM
4,KR,4451539118,523,420,13,1592303237361,DUO_CARRY,BOTTOM
0,KR,4462328569,80,420,13,1592745798537,DUO,MID
1,KR,4462146856,80,420,13,1592739506851,SOLO,MID
2,KR,4462068086,58,420,13,1592736803267,SOLO,MID
3,KR,4460746020,80,420,13,1592687515037,SOLO,MID
4,KR,4460735493,80,420,13,1592686225164,DUO_SUPPORT,NONE
0,KR,4458199304,134,420,13,1592591800320,DUO_SUPPORT,NONE
1,KR,4458173601,134,420,13,1592588003946,DUO,MID
2,KR,4458160280,134,420,13,1592586273220,SOLO,MID
3,KR,4458086915,134,420,13,1592584947599,DUO_SUPPORT,NONE
4,KR,4456217751,134,420,13,1592504124891,SOLO,MID
0,KR,4461816733,62,450,13,1592729748437,DUO_SUPPORT,NONE
1,KR,4461467841,7,450,13,1592726860119,SOLO,TOP
2,KR,4461433618,555,450,13,1592725207126,DUO_SUPPORT,NONE
3,KR,4461317947,85,450,13,1592723868531,DUO_SUPPORT,NONE
4,KR,4461360737,350,450,13,1592721889622,DUO_SUPPORT,MID
0,KR,4461392901,81,450,13,1592722669932,DUO_SUPPORT,NONE
1,KR,4461289310,122,450,13,1592721492099,DUO_SUPPORT,NONE
2,KR,4461274509,76,420,13,1592720130426,DUO_SUPPORT,NONE
3,KR,4460722657,3,450,13,1592681727304,DUO,MID
4,KR,4460761099,84,450,13,1592680365566,DUO_SUPPORT,NONE
0,KR,4457498378,105,420,13,1592567298841,DUO_SUPPORT,NONE
1,KR,4457480684,105,420,13,1592564602524,SOLO,MID
2,KR,4457294811,105,420,13,1592562369634,SOLO,MID
3,KR,4457161389,105,420,13,1592560544759,DUO_SUPPORT,NONE
4,KR,4456806279,105,420,13,1592554244027,SOLO,MID
0,KR,4454428611,39,450,13,1592414404013,DUO,NONE
1,KR,4454476430,114,450,13,1592413014476,DUO_SUPPORT,NONE
2,KR,4454482156,9,450,13,1592410600070,DUO_SUPPORT,TOP
3,KR,4453887328,89,420,13,1592401321433,DUO_SUPPORT,BOTTOM
4,KR,4453853535,44,420,13,1592400003395,DUO_SUPPORT,NONE
0,KR,4462471366,432,420,13,1592746760630,DUO_SUPPORT,BOTTOM
1,KR,4462314589,80,420,13,1592744619215,DUO_SUPPORT,BOTTOM
2,KR,4462287851,201,420,13,1592742792181,DUO_SUPPORT,BOTTOM
3,KR,4462146856,875,420,13,1592739506851,DUO_CARRY,BOTTOM
4,KR,4462054778,80,420,13,1592735732677,DUO_SUPPORT,BOTTOM
0,KR,4462491106,523,420,13,1592746817421,DUO_CARRY,BOTTOM
1,KR,4462305017,81,420,13,1592744396794,DUO_CARRY,BOTTOM
2,KR,4462287437,429,420,13,1592742700445,DUO_CARRY,BOTTOM
3,KR,4462157684,110,420,13,1592739747563,DUO_CARRY,BOTTOM
4,KR,4462053768,82,420,13,1592735453065,DUO_SUPPORT,NONE
0,KR,4462278005,875,420,13,1592742785414,SOLO,MID
1,KR,4462210448,4,420,13,1592740532793,SOLO,MID
2,KR,4461116767,119,450,13,1592717290425,DUO,MID
3,KR,4460710032,7,420,13,1592679154071,SOLO,MID
4,KR,4460695566,246,420,13,1592676394215,SOLO,MID
0,KR,4462160396,498,430,13,1592737455399,SOLO,BOTTOM
1,KR,4462030019,64,430,13,1592734068268,DUO_SUPPORT,NONE
2,KR,4461935427,523,430,13,1592732548921,DUO_CARRY,BOTTOM
3,KR,4461770103,238,430,13,1592727576624,SOLO,MID
4,KR,4461146806,81,430,13,1592717522979,DUO_CARRY,BOTTOM
0,KR,4456963271,236,420,13,1592557550388,SOLO,TOP
1,KR,4456897714,164,420,13,1592555340938,SOLO,TOP
2,KR,4456872002,164,420,13,1592552847116,SOLO,TOP
3,KR,4456276175,164,420,13,1592503423723,DUO_CARRY,TOP
4,KR,4456253565,114,420,13,1592501190736,SOLO,TOP
0,KR,4461259904,142,420,13,1592721748222,SOLO,MID
1,KR,4461148983,142,420,13,1592718368219,SOLO,MID
2,KR,4461089190,142,420,13,1592715009451,DUO,TOP
3,KR,4459588578,142,420,13,1592651842742,SOLO,MID
4,KR,4459413441,142,420,13,1592646269842,DUO,BOTTOM
0,KR,4461994280,43,420,13,1592732475913,DUO_SUPPORT,NONE
1,KR,4461950893,60,420,13,1592731191869,DUO_SUPPORT,NONE
2,KR,4461792465,412,420,13,1592728477067,DUO_SUPPORT,BOTTOM
3,KR,4461184616,111,420,13,1592716908372,DUO_SUPPORT,BOTTOM
4,KR,4458483865,412,420,13,1592620885352,DUO_SUPPORT,BOTTOM
0,KR,4456974631,104,420,13,1592558212886,NONE,JUNGLE
1,KR,4456856813,64,420,13,1592554798315,NONE,JUNGLE
2,KR,4456852787,64,420,13,1592553063136,NONE,JUNGLE
3,KR,4456776580,64,420,13,1592550624286,NONE,JUNGLE
4,KR,4456780634,64,420,13,1592548005156,NONE,JUNGLE
0,KR,4462410696,117,420,13,1592746460476,SOLO,MID
1,KR,4462305219,117,420,13,1592744440279,DUO_SUPPORT,NONE
2,KR,4462192661,117,420,13,1592738377415,SOLO,MID
3,KR,4462060306,117,420,13,1592734328609,DUO,MID
4,KR,4461922171,142,420,13,1592731581925,SOLO,MID
0,KR,4456115985,104,420,13,1592496424120,NONE,JUNGLE
1,KR,4456120138,111,420,13,1592494088813,DUO_SUPPORT,BOTTOM
2,KR,4454353489,245,420,13,1592406769630,NONE,JUNGLE
3,KR,4453989727,104,420,13,1592405342667,DUO_SUPPORT,NONE
4,KR,4453950871,266,420,13,1592402388137,SOLO,TOP
0,KR,4453195159,110,420,13,1592373057759,DUO_SUPPORT,NONE
1,KR,4444195451,429,420,13,1591993374472,DUO_CARRY,BOTTOM
2,KR,4444154718,81,420,13,1591991193855,DUO_CARRY,BOTTOM
3,KR,4444150663,119,420,13,1591987158488,NONE,JUNGLE
4,KR,4442478912,110,420,13,1591942540587,SOLO,BOTTOM
0,KR,4462328569,104,420,13,1592745798537,NONE,JUNGLE
1,KR,4462269089,517,420,13,1592743146917,NONE,JUNGLE
2,KR,4462137815,523,420,13,1592739806696,DUO_CARRY,BOTTOM
3,KR,4462048919,104,420,13,1592737076704,NONE,JUNGLE
4,KR,4462060306,64,420,13,1592734328609,NONE,JUNGLE
0,KR,4461979858,26,420,13,1592734179879,DUO_SUPPORT,BOTTOM
1,KR,4460494907,26,420,13,1592667902016,DUO_SUPPORT,MID
2,KR,4459714849,245,430,13,1592656524523,DUO_CARRY,BOTTOM
3,KR,4459408541,26,420,13,1592647792926,SOLO,MID
4,KR,4459450902,26,420,13,1592645512561,DUO_SUPPORT,NONE
0,KR,4455482585,69,420,13,1592482142362,SOLO,MID
1,KR,4455311363,84,420,13,1592478295317,DUO_SUPPORT,NONE
2,KR,4455273770,245,420,13,1592475671973,NONE,JUNGLE
3,KR,4455220449,126,420,13,1592474154324,DUO_SUPPORT,NONE
4,KR,4455144094,84,420,13,1592471525229,DUO,TOP
0,KR,4462252368,238,450,13,1592741029686,DUO_SUPPORT,TOP
1,KR,4460624980,105,450,13,1592675497562,DUO_SUPPORT,TOP
2,KR,4460622181,76,450,13,1592674033923,DUO_SUPPORT,TOP
3,KR,4459668788,39,420,13,1592655019977,DUO,NONE
4,KR,4459620696,84,420,13,1592652370181,SOLO,MID
0,KR,4462451493,23,450,13,1592746632630,DUO_SUPPORT,NONE
1,KR,4462386468,555,450,13,1592745187298,DUO_SUPPORT,NONE
2,KR,4452562680,875,420,13,1592332617706,DUO_SUPPORT,BOTTOM
3,KR,4452497855,111,420,13,1592329101278,DUO_SUPPORT,BOTTOM
4,KR,4452440519,202,450,13,1592321202447,DUO_SUPPORT,NONE
0,KR,4462050618,84,420,13,1592734380858,SOLO,MID
1,KR,4461923461,245,420,13,1592731965157,DUO_SUPPORT,NONE
2,KR,4460638931,134,420,13,1592678465199,SOLO,MID
3,KR,4460634337,3,420,13,1592675404194,SOLO,MID
4,KR,4460549810,43,420,13,1592673141980,DUO_CARRY,MID
0,KR,4459293400,22,420,13,1592639988447,DUO_CARRY,BOTTOM
1,KR,4459103498,22,420,13,1592636353283,DUO_CARRY,BOTTOM
2,KR,4458928987,110,420,13,1592631936450,DUO_CARRY,BOTTOM
3,KR,4456587477,14,420,13,1592541390632,SOLO,TOP
4,KR,4456533879,120,420,13,1592538899421,DUO,TOP
0,KR,4457249309,246,420,13,1592563959830,SOLO,MID
1,KR,4457164106,127,420,13,1592561637150,SOLO,MID
2,KR,4450177528,127,420,13,1592228354866,SOLO,MID
3,KR,4450200189,127,420,13,1592226286437,DUO,TOP
4,KR,4449978714,127,420,13,1592223346337,SOLO,MID
0,KR,4462004380,43,420,13,1592735169548,DUO_SUPPORT,BOTTOM
1,KR,4461147012,111,420,13,1592717690907,DUO_SUPPORT,BOTTOM
2,KR,4460467216,432,420,13,1592668519951,DUO_SUPPORT,BOTTOM
3,KR,4460411822,89,420,13,1592666715052,DUO_SUPPORT,NONE
4,KR,4460237511,432,420,13,1592663300729,DUO_SUPPORT,NONE
0,KR,4462368881,30,450,13,1592745878531,DUO_SUPPORT,MID
1,KR,4462323280,126,450,13,1592744138059,DUO_SUPPORT,TOP
2,KR,4462219946,81,450,13,1592743145269,DUO_SUPPORT,NONE
3,KR,4456851354,18,450,13,1592552353711,DUO_SUPPORT,MID
4,KR,4456798900,498,450,13,1592551512737,DUO,NONE
0,KR,4461346099,58,420,13,1592723573246,DUO_SUPPORT,NONE
1,KR,4461208144,78,420,13,1592720815212,DUO,TOP
2,KR,4459728922,164,420,13,1592657917604,SOLO,TOP
3,KR,4459730398,78,420,13,1592655407892,SOLO,TOP
4,KR,4456080719,105,420,13,1592490706390,SOLO,MID
0,KR,4460792918,127,420,13,1592682860401,SOLO,MID
1,KR,4460721788,127,420,13,1592680890572,DUO,MID
2,KR,4460635688,127,420,13,1592676216776,DUO_SUPPORT,NONE
3,KR,4460509568,126,420,13,1592672493620,DUO,TOP
4,KR,4458283705,127,420,13,1592596291206,SOLO,MID
0,KR,4462346686,133,420,13,1592745338801,SOLO,TOP
1,KR,4462278005,106,420,13,1592742785414,NONE,JUNGLE
2,KR,4462243916,82,420,13,1592741626338,DUO_SUPPORT,NONE
3,KR,4462119274,62,420,13,1592740136937,DUO_SUPPORT,NONE
4,KR,4462192661,106,420,13,1592738377415,SOLO,TOP
0,KR,4446460882,4,420,13,1592069826190,SOLO,MID
1,KR,4446334967,875,420,13,1592067121786,DUO_SUPPORT,BOTTOM
2,KR,4441819455,875,420,13,1591891325605,SOLO,MID
3,KR,4441805418,245,420,13,1591889580601,DUO,MID
4,KR,4441647583,3,420,13,1591886915770,SOLO,MID
0,KR,4461054217,58,420,13,1592712924394,SOLO,TOP
1,KR,4460367438,4,420,13,1592665640957,SOLO,MID
2,KR,4460183787,517,420,13,1592662091526,DUO_SUPPORT,NONE
3,KR,4459859008,126,420,13,1592660711451,DUO_SUPPORT,NONE
4,KR,4459930654,4,420,13,1592658502960,SOLO,MID
0,KR,4450898470,9,420,13,1592261299981,DUO,NONE
1,KR,4450878944,9,420,13,1592259353364,NONE,JUNGLE
2,KR,4450878307,9,420,13,1592257469929,NONE,JUNGLE
3,KR,4450886742,9,420,13,1592255539010,NONE,JUNGLE
4,KR,4450886009,9,420,13,1592253729611,NONE,JUNGLE
0,KR,4462328569,76,420,13,1592745798537,NONE,JUNGLE
1,KR,4462305219,517,420,13,1592744440279,DUO_SUPPORT,NONE
2,KR,4462294317,64,420,13,1592741870496,NONE,JUNGLE
3,KR,4462157684,64,420,13,1592739747563,NONE,JUNGLE
4,KR,4462048919,64,420,13,1592737076704,NONE,JUNGLE
0,KR,4462399662,236,420,13,1592746340646,DUO_CARRY,BOTTOM
1,KR,4462278197,81,420,13,1592742888726,DUO_CARRY,BOTTOM
2,KR,4462201166,81,420,13,1592740357664,DUO_CARRY,BOTTOM
3,KR,4460624980,96,450,13,1592675497562,DUO_SUPPORT,TOP
4,KR,4460622181,29,450,13,1592674033923,DUO_SUPPORT,TOP
0,KR,4461103597,7,420,13,1592716018765,SOLO,MID
1,KR,4457977894,134,420,13,1592581683121,DUO_SUPPORT,NONE
2,KR,4457910286,236,420,13,1592579167577,SOLO,MID
3,KR,4457797973,517,420,13,1592576037235,SOLO,MID
4,KR,4457619805,236,420,13,1592573539734,SOLO,MID
0,KR,4461845412,134,420,13,1592729447570,SOLO,MID
1,KR,4461146539,245,420,13,1592717570584,SOLO,MID
2,KR,4461181394,102,420,13,1592715807531,NONE,JUNGLE
3,KR,4460703316,7,420,13,1592681370840,SOLO,MID
4,KR,4460750137,875,420,13,1592679537565,SOLO,MID
0,KR,4449358144,142,420,13,1592199091180,SOLO,MID
1,KR,4444548326,7,420,13,1592025199359,NONE,JUNGLE
2,KR,4444007636,81,420,13,1591984729753,DUO_CARRY,BOTTOM
3,KR,4442036300,126,420,13,1591903969498,SOLO,MID
4,KR,4442074169,429,420,13,1591901793735,DUO_CARRY,BOTTOM
0,KR,4456681284,84,420,13,1592543541778,SOLO,TOP
1,KR,4454426566,875,420,13,1592413147775,SOLO,TOP
2,KR,4453476660,62,420,13,1592386642948,SOLO,TOP
3,KR,4453389198,62,420,13,1592383383339,SOLO,TOP
4,KR,4452438065,80,420,13,1592327584436,SOLO,MID
0,KR,4459588112,81,420,13,1592651694328,DUO_CARRY,BOTTOM
1,KR,4459065555,81,420,13,1592634255736,DUO_SUPPORT,NONE
2,KR,4458895964,523,420,13,1592630479598,DUO_CARRY,BOTTOM
3,KR,4454357939,429,420,13,1592408640096,DUO_SUPPORT,NONE
4,KR,4452396576,21,420,13,1592320283859,DUO_CARRY,BOTTOM
0,KR,4454838024,421,420,13,1592458707142,NONE,JUNGLE
1,KR,4454367252,421,420,13,1592408347079,NONE,JUNGLE
2,KR,4454362092,64,420,13,1592406238569,NONE,JUNGLE
3,KR,4453908573,421,420,13,1592404828268,DUO_SUPPORT,NONE
4,KR,4453376462,421,420,13,1592382109213,NONE,JUNGLE
0,KR,4461967501,134,450,13,1592733260992,DUO,NONE
1,KR,4461346099,412,420,13,1592723573246,DUO_SUPPORT,NONE
2,KR,4461208144,104,420,13,1592720815212,NONE,JUNGLE
3,KR,4460875953,141,450,13,1592702492340,DUO_SUPPORT,NONE
4,KR,4460814641,40,450,13,1592701051215,DUO_SUPPORT,NONE
0,KR,4461304581,412,420,13,1592722738205,DUO_SUPPORT,BOTTOM
1,KR,4461238796,25,420,13,1592721423788,DUO_SUPPORT,NONE
2,KR,4461204412,111,420,13,1592719657493,DUO_SUPPORT,BOTTOM
3,KR,4459383265,350,420,13,1592643109926,SOLO,MID
4,KR,4459238273,53,420,13,1592641335873,DUO_SUPPORT,NONE
0,KR,4460695566,245,420,13,1592676394215,NONE,JUNGLE
1,KR,4460602470,76,420,13,1592673849270,NONE,JUNGLE
2,KR,4460592986,15,420,13,1592670673570,DUO_CARRY,BOTTOM
3,KR,4460474033,236,420,13,1592667569900,DUO,NONE
4,KR,4459696996,76,420,13,1592654556538,NONE,JUNGLE
0,KR,4450904611,58,420,13,1592267318868,SOLO,TOP
1,KR,4450913091,516,420,13,1592265109470,DUO_SUPPORT,NONE
2,KR,4450889667,58,420,13,1592263210388,SOLO,TOP
3,KR,4450218442,58,420,13,1592228909668,NONE,JUNGLE
4,KR,4446515607,58,420,13,1592081787085,SOLO,TOP
0,KR,4454945341,76,420,13,1592462660128,NONE,JUNGLE
1,KR,4454961353,104,420,13,1592460676479,NONE,JUNGLE
2,KR,4454826535,875,420,13,1592457907111,SOLO,TOP
3,KR,4454514218,85,420,13,1592419448236,DUO,TOP
4,KR,4454571324,64,420,13,1592416903822,NONE,JUNGLE
0,KR,4461929030,429,420,13,1592733859772,SOLO,BOTTOM
1,KR,4459229626,429,420,13,1592641691102,DUO_CARRY,BOTTOM
2,KR,4459291382,22,420,13,1592639384330,DUO_CARRY,BOTTOM
3,KR,4458291936,22,420,13,1592594291457,DUO_CARRY,BOTTOM
4,KR,4458179470,429,420,13,1592591709402,SOLO,BOTTOM
0,KR,4462232179,30,420,13,1592741097759,NONE,JUNGLE
1,KR,4461148983,141,420,13,1592718368219,NONE,JUNGLE
2,KR,4461077837,245,420,13,1592714380865,NONE,JUNGLE
3,KR,4461041043,22,420,13,1592711493826,DUO_CARRY,BOTTOM
4,KR,4460927107,76,420,13,1592709523056,NONE,JUNGLE
0,KR,4460587655,76,420,13,1592672300909,NONE,JUNGLE
1,KR,4460533430,421,420,13,1592670693208,NONE,JUNGLE
2,KR,4460467216,76,420,13,1592668519951,NONE,JUNGLE
3,KR,4460490931,76,420,13,1592666759754,NONE,JUNGLE
4,KR,4460192745,203,420,13,1592661806207,NONE,JUNGLE
0,KR,4462309117,412,420,13,1592745607894,DUO_SUPPORT,BOTTOM
1,KR,4462221471,79,420,13,1592740898163,DUO_SUPPORT,MID
2,KR,4462101236,412,420,13,1592737360133,DUO_SUPPORT,NONE
3,KR,4462060306,235,420,13,1592734328609,SOLO,BOTTOM
4,KR,4459564157,223,420,13,1592650309748,DUO_SUPPORT,BOTTOM
0,KR,4461437841,126,420,13,1592726623036,SOLO,TOP
1,KR,4461470232,4,420,13,1592724767617,SOLO,MID
2,KR,4461344151,4,420,13,1592723014511,DUO_SUPPORT,NONE
3,KR,4461269704,4,420,13,1592721732953,DUO_SUPPORT,NONE
4,KR,4461225547,134,420,13,1592720385197,DUO_SUPPORT,NONE
0,KR,4462278005,126,420,13,1592742785414,SOLO,TOP
1,KR,4462210448,126,420,13,1592740532793,DUO,TOP
2,KR,4460710032,126,420,13,1592679154071,SOLO,TOP
3,KR,4459131158,126,420,13,1592635990875,DUO_SUPPORT,NONE
4,KR,4459065555,8,420,13,1592634255736,DUO_SUPPORT,NONE
0,KR,4460874266,69,420,13,1592701188799,SOLO,MID
1,KR,4459646555,69,420,13,1592654235431,SOLO,MID
2,KR,4456721585,157,420,13,1592548202904,DUO_CARRY,BOTTOM
3,KR,4456628026,69,420,13,1592546543540,DUO_CARRY,BOTTOM
4,KR,4456604510,69,420,13,1592544668046,DUO_SUPPORT,NONE
0,KR,4460725957,150,440,13,1592686935242,SOLO,TOP
1,KR,4460754720,114,440,13,1592685157244,SOLO,TOP
2,KR,4460437197,2,420,13,1592668434687,SOLO,TOP
3,KR,4453103339,63,450,13,1592371864414,DUO_SUPPORT,NONE
4,KR,4451533393,2,420,13,1592300831131,DUO_SUPPORT,NONE
0,KR,4461787547,117,420,13,1592730072035,DUO_SUPPORT,NONE
1,KR,4459000782,43,420,13,1592632190828,DUO_SUPPORT,NONE
2,KR,4457998987,43,420,13,1592582115263,DUO_SUPPORT,BOTTOM
3,KR,4457161220,89,420,13,1592560507089,DUO_SUPPORT,BOTTOM
4,KR,4456065538,111,420,13,1592492339283,DUO_SUPPORT,BOTTOM
0,KR,4459670896,236,420,13,1592652559969,SOLO,MID
1,KR,4459238232,18,420,13,1592641301650,DUO_CARRY,BOTTOM
2,KR,4459125689,157,420,13,1592637342696,DUO_CARRY,BOTTOM
3,KR,4459049147,81,420,13,1592635379597,DUO_CARRY,BOTTOM
4,KR,4459070990,81,420,13,1592632724526,DUO_CARRY,BOTTOM
0,KR,4460632415,523,420,13,1592674397416,DUO,BOTTOM
1,KR,4455185543,429,420,13,1592472186716,DUO_CARRY,BOTTOM
2,KR,4450778637,429,420,13,1592242630222,DUO_CARRY,BOTTOM
3,KR,4450765352,429,420,13,1592240001355,DUO_CARRY,BOTTOM
4,KR,4450770526,523,420,13,1592237509830,DUO_CARRY,BOTTOM
0,KR,4461154264,62,420,13,1592716761373,DUO_SUPPORT,MID
1,KR,4460348428,266,420,13,1592665854407,SOLO,TOP
2,KR,4459764807,106,420,13,1592656763947,SOLO,TOP
3,KR,4453840218,10,420,13,1592398989027,SOLO,TOP
4,KR,4453380587,58,420,13,1592379661600,SOLO,MID
0,KR,4458015967,85,420,13,1592584269469,SOLO,TOP
1,KR,4457909862,58,420,13,1592582052423,DUO_CARRY,MID
2,KR,4457786013,266,420,13,1592575451415,SOLO,TOP
3,KR,4457636883,79,420,13,1592572756757,SOLO,TOP
4,KR,4457523765,79,420,13,1592568866415,SOLO,TOP
0,KR,4461391776,429,420,13,1592722468926,SOLO,BOTTOM
1,KR,4461206176,523,420,13,1592720229484,DUO_CARRY,BOTTOM
2,KR,4461109459,429,420,13,1592718016361,DUO_CARRY,BOTTOM
3,KR,4461131080,429,420,13,1592715585061,DUO_CARRY,BOTTOM
4,KR,4461046604,429,420,13,1592713900357,DUO_CARRY,BOTTOM
0,KR,4457502427,157,420,13,1592568296874,DUO_CARRY,BOTTOM
1,KR,4457492481,523,420,13,1592565326179,DUO_CARRY,BOTTOM
2,KR,4457299690,157,420,13,1592564170782,DUO,NONE
3,KR,4457234605,157,420,13,1592562156324,DUO,TOP
4,KR,4456166890,157,420,13,1592497118574,DUO_CARRY,BOTTOM
0,KR,4458416511,2,420,13,1592621993581,NONE,JUNGLE
1,KR,4458432196,2,420,13,1592619611046,NONE,JUNGLE
2,KR,4458345250,104,420,13,1592614790483,NONE,JUNGLE
3,KR,4439528732,2,420,13,1591799339907,NONE,JUNGLE
4,KR,4439592434,245,420,13,1591797573065,NONE,JUNGLE
0,KR,4460348428,429,420,13,1592665854407,DUO_CARRY,BOTTOM
1,KR,4460261584,523,420,13,1592661608264,DUO_CARRY,BOTTOM
2,KR,4459903870,523,420,13,1592659409803,DUO_CARRY,BOTTOM
3,KR,4459820418,15,420,13,1592657958277,DUO_SUPPORT,NONE
4,KR,4459687827,15,420,13,1592654687295,DUO_SUPPORT,NONE
0,KR,4462232179,21,420,13,1592741097759,DUO_CARRY,BOTTOM
1,KR,4462046665,115,420,13,1592736354136,NONE,JUNGLE
2,KR,4462050618,115,420,13,1592734380858,DUO_CARRY,BOTTOM
3,KR,4461994280,15,420,13,1592732475913,DUO_SUPPORT,NONE
4,KR,4461868320,236,420,13,1592730521181,DUO_CARRY,BOTTOM
0,KR,4462299683,82,420,13,1592743430130,SOLO,TOP
1,KR,4462102316,60,420,13,1592737739823,NONE,JUNGLE
2,KR,4461540766,60,420,13,1592725143059,NONE,JUNGLE
3,KR,4459930654,60,420,13,1592658502960,NONE,JUNGLE
4,KR,4459795527,60,420,13,1592657104673,DUO_SUPPORT,NONE
0,KR,4460562475,517,420,13,1592670370610,NONE,JUNGLE
1,KR,4460371108,163,420,13,1592664339932,NONE,JUNGLE
2,KR,4460233357,517,420,13,1592662083010,NONE,JUNGLE
3,KR,4459915715,517,420,13,1592659944620,NONE,JUNGLE
4,KR,4459749441,517,420,13,1592658103619,DUO_SUPPORT,NONE
0,KR,4459653998,99,450,13,1592653312280,DUO_SUPPORT,NONE
1,KR,4459347004,81,420,13,1592644245820,DUO_SUPPORT,NONE
2,KR,4459312143,202,420,13,1592642442078,DUO_CARRY,BOTTOM
3,KR,4458896351,523,420,13,1592630641128,DUO_CARRY,BOTTOM
4,KR,4455858798,110,420,13,1592487009308,DUO,NONE
0,KR,4460437197,81,420,13,1592668434687,DUO_CARRY,BOTTOM
1,KR,4460313943,412,420,13,1592664966219,DUO_SUPPORT,BOTTOM
2,KR,4456223640,81,420,13,1592501145159,DUO_CARRY,TOP
3,KR,4456129607,81,420,13,1592498639549,SOLO,BOTTOM
4,KR,4456155599,523,420,13,1592496561714,DUO_SUPPORT,NONE
0,KR,4461940554,30,420,13,1592731072047,NONE,JUNGLE
1,KR,4461752988,60,420,13,1592728182327,NONE,JUNGLE
2,KR,4461436974,60,420,13,1592726342453,NONE,JUNGLE
3,KR,4461374059,2,420,13,1592723048552,NONE,JUNGLE
4,KR,4461206176,163,420,13,1592720229484,SOLO,MID
0,KR,4462046665,48,420,13,1592736354136,NONE,JUNGLE
1,KR,4460678232,48,420,13,1592678026907,NONE,JUNGLE
2,KR,4460564402,145,420,13,1592671092064,DUO_CARRY,BOTTOM
3,KR,4458616430,104,420,13,1592626869349,DUO_SUPPORT,NONE
